<<<,,,,,,,,,,,,
Callcenter,,,,,,,,,,,,
Relates to:,Logistic regression,,,,,,,,,,,
Variables:,Hold time:,"The estimated waiting time, measured in minutes ",,,,,,,,,,
,Hung up:,The number of time a customer with a certain waiting time hung up,,,,,,,,,,
,Calls:,Total number of calls that had a certain estimated waiting time,,,,,,,,,,
,,,,,,,,,,,,
,Hold time:,"The estimated waiting time, measured in minutes ",,,,,,,,,,
,Hung up:,"1 means that the customer hung up, zero means that the customer did not hang up",,,,,,,,,,
,,,,,,,,,,,,
,Event/trial format,,,Original data,,,,,,,,
HoldTime,HungUp,Calls,,HoldTime,HungUp,,,,,,,
1,1,19,,16,0,,,,,,,
2,0,15,,10,0,,,,,,,
3,2,12,,19,1,,,,,,,
4,1,15,,12,0,,,,,,,
5,5,14,,19,1,,,,,,,
6,2,13,,6,1,,,,,,,
7,8,17,,17,0,,,,,,,
8,10,21,,17,0,,,,,,,
9,9,18,,5,0,,,,,,,
10,3,13,,6,0,,,,,,,
11,7,13,,15,1,,,,,,,
12,10,16,,12,1,,,,,,,
13,7,15,,15,1,,,,,,,
14,9,19,,20,1,,,,,,,
15,18,22,,13,1,,,,,,,
16,19,25,,12,0,,,,,,,
17,12,17,,1,0,,,,,,,
18,13,16,,14,0,,,,,,,
19,21,21,,7,0,,,,,,,
20,14,15,,16,1,,,,,,,
,,,,16,1,,,,,,,
,,,,2,0,,,,,,,
,,,,7,0,,,,,,,
,,,,20,1,,,,,,,
,,,,3,0,,,,,,,
,,,,8,0,,,,,,,
,,,,7,1,,,,,,,
,,,,15,1,,,,,,,
,,,,19,1,,,,,,,
,,,,2,0,,,,,,,
,,,,6,0,,,,,,,
,,,,2,0,,,,,,,
,,,,17,1,,,,,,,
,,,,7,1,,,,,,,
,,,,13,1,,,,,,,
,,,,13,1,,,,,,,
,,,,4,0,,,,,,,
,,,,8,1,,,,,,,
,,,,8,1,,,,,,,
,,,,1,0,,,,,,,
,,,,12,1,,,,,,,
,,,,7,1,,,,,,,
,,,,6,0,,,,,,,
,,,,7,1,,,,,,,
,,,,11,0,,,,,,,
,,,,3,0,,,,,,,
,,,,18,0,,,,,,,
,,,,19,1,,,,,,,
,,,,11,0,,,,,,,
,,,,8,1,,,,,,,
,,,,14,0,,,,,,,
,,,,1,0,,,,,,,
,,,,13,0,,,,,,,
,,,,2,0,,,,,,,
,,,,8,0,,,,,,,
,,,,13,0,,,,,,,
,,,,18,1,,,,,,,
,,,,12,0,,,,,,,
,,,,3,0,,,,,,,
,,,,10,0,,,,,,,
,,,,3,0,,,,,,,
,,,,20,1,,,,,,,
,,,,16,1,,,,,,,
,,,,18,1,,,,,,,
,,,,7,1,,,,,,,
,,,,5,0,,,,,,,
,,,,15,1,,,,,,,
,,,,5,0,,,,,,,
,,,,6,0,,,,,,,
,,,,16,1,,,,,,,
,,,,16,1,,,,,,,
,,,,16,1,,,,,,,
,,,,4,0,,,,,,,
,,,,4,0,,,,,,,
,,,,1,0,,,,,,,
,,,,14,1,,,,,,,
,,,,17,1,,,,,,,
,,,,19,1,,,,,,,
,,,,10,1,,,,,,,
,,,,7,0,,,,,,,
,,,,15,1,,,,,,,
,,,,7,0,,,,,,,
,,,,15,1,,,,,,,
,,,,18,0,,,,,,,
,,,,17,1,,,,,,,
,,,,9,1,,,,,,,
,,,,1,0,,,,,,,
,,,,16,0,,,,,,,
,,,,4,0,,,,,,,
,,,,15,0,,,,,,,
,,,,16,1,,,,,,,
,,,,12,1,,,,,,,
,,,,4,0,,,,,,,
,,,,1,0,,,,,,,
,,,,18,1,,,,,,,
,,,,6,0,,,,,,,
,,,,6,0,,,,,,,
,,,,9,1,,,,,,,
,,,,1,0,,,,,,,
,,,,10,1,,,,,,,
,,,,5,0,,,,,,,
,,,,5,1,,,,,,,
,,,,17,0,,,,,,,
,,,,18,1,,,,,,,
,,,,9,1,,,,,,,
,,,,16,0,,,,,,,
,,,,17,1,,,,,,,
,,,,20,1,,,,,,,
,,,,17,1,,,,,,,
,,,,7,0,,,,,,,
,,,,9,1,,,,,,,
,,,,13,0,,,,,,,
,,,,12,1,,,,,,,
,,,,7,0,,,,,,,
,,,,13,0,,,,,,,
,,,,2,0,,,,,,,
,,,,9,1,,,,,,,
,,,,11,1,,,,,,,
,,,,14,0,,,,,,,
,,,,17,0,,,,,,,
,,,,14,0,,,,,,,
,,,,15,1,,,,,,,
,,,,14,0,,,,,,,
,,,,6,0,,,,,,,
,,,,19,1,,,,,,,
,,,,15,1,,,,,,,
,,,,1,1,,,,,,,
,,,,12,0,,,,,,,
,,,,15,1,,,,,,,
,,,,5,0,,,,,,,
,,,,14,0,,,,,,,
,,,,11,0,,,,,,,
,,,,8,0,,,,,,,
,,,,15,0,,,,,,,
,,,,19,1,,,,,,,
,,,,13,1,,,,,,,
,,,,16,1,,,,,,,
,,,,10,0,,,,,,,
,,,,2,0,,,,,,,
,,,,8,0,,,,,,,
,,,,17,1,,,,,,,
,,,,11,0,,,,,,,
,,,,3,1,,,,,,,
,,,,8,0,,,,,,,
,,,,6,0,,,,,,,
,,,,6,1,,,,,,,
,,,,12,0,,,,,,,
,,,,16,1,,,,,,,
,,,,9,0,,,,,,,
,,,,19,1,,,,,,,
,,,,19,1,,,,,,,
,,,,14,1,,,,,,,
,,,,17,1,,,,,,,
,,,,9,0,,,,,,,
,,,,8,0,,,,,,,
,,,,9,0,,,,,,,
,,,,2,0,,,,,,,
,,,,12,1,,,,,,,
,,,,18,1,,,,,,,
,,,,20,1,,,,,,,
,,,,13,1,,,,,,,
,,,,14,1,,,,,,,
,,,,16,1,,,,,,,
,,,,7,1,,,,,,,
,,,,3,0,,,,,,,
,,,,14,1,,,,,,,
,,,,16,1,,,,,,,
,,,,13,0,,,,,,,
,,,,4,0,,,,,,,
,,,,19,1,,,,,,,
,,,,15,1,,,,,,,
,,,,12,1,,,,,,,
,,,,5,1,,,,,,,
,,,,11,1,,,,,,,
,,,,15,1,,,,,,,
,,,,8,1,,,,,,,
,,,,14,1,,,,,,,
,,,,9,1,,,,,,,
,,,,5,0,,,,,,,
,,,,18,1,,,,,,,
,,,,15,0,,,,,,,
,,,,20,1,,,,,,,
,,,,19,1,,,,,,,
,,,,15,1,,,,,,,
,,,,15,1,,,,,,,
,,,,14,0,,,,,,,
,,,,1,0,,,,,,,
,,,,20,1,,,,,,,
,,,,8,1,,,,,,,
,,,,20,1,,,,,,,
,,,,13,1,,,,,,,
,,,,17,0,,,,,,,
,,,,3,0,,,,,,,
,,,,4,0,,,,,,,
,,,,3,0,,,,,,,
,,,,12,0,,,,,,,
,,,,16,1,,,,,,,
,,,,17,1,,,,,,,
,,,,20,0,,,,,,,
,,,,16,1,,,,,,,
,,,,6,0,,,,,,,
,,,,18,1,,,,,,,
,,,,14,0,,,,,,,
,,,,14,1,,,,,,,
,,,,20,1,,,,,,,
,,,,1,0,,,,,,,
,,,,20,1,,,,,,,
,,,,7,1,,,,,,,
,,,,4,0,,,,,,,
,,,,1,0,,,,,,,
,,,,9,0,,,,,,,
,,,,10,0,,,,,,,
,,,,13,0,,,,,,,
,,,,8,1,,,,,,,
,,,,2,0,,,,,,,
,,,,2,0,,,,,,,
,,,,8,1,,,,,,,
,,,,20,1,,,,,,,
,,,,5,0,,,,,,,
,,,,15,1,,,,,,,
,,,,3,0,,,,,,,
,,,,18,1,,,,,,,
,,,,16,1,,,,,,,
,,,,8,1,,,,,,,
,,,,12,1,,,,,,,
,,,,10,1,,,,,,,
,,,,9,1,,,,,,,
,,,,17,1,,,,,,,
,,,,12,1,,,,,,,
,,,,1,0,,,,,,,
,,,,10,0,,,,,,,
,,,,11,0,,,,,,,
,,,,18,0,,,,,,,
,,,,1,0,,,,,,,
,,,,14,0,,,,,,,
,,,,19,1,,,,,,,
,,,,14,0,,,,,,,
,,,,17,1,,,,,,,
,,,,1,0,,,,,,,
,,,,3,0,,,,,,,
,,,,7,0,,,,,,,
,,,,11,1,,,,,,,
,,,,18,1,,,,,,,
,,,,18,1,,,,,,,
,,,,15,0,,,,,,,
,,,,14,1,,,,,,,
,,,,19,1,,,,,,,
,,,,18,1,,,,,,,
,,,,19,1,,,,,,,
,,,,20,1,,,,,,,
,,,,10,0,,,,,,,
,,,,14,1,,,,,,,
,,,,4,0,,,,,,,
,,,,14,1,,,,,,,
,,,,5,1,,,,,,,
,,,,4,0,,,,,,,
,,,,13,0,,,,,,,
,,,,9,0,,,,,,,
,,,,16,1,,,,,,,
,,,,9,1,,,,,,,
,,,,9,0,,,,,,,
,,,,12,1,,,,,,,
,,,,4,0,,,,,,,
,,,,7,0,,,,,,,
,,,,19,1,,,,,,,
,,,,4,0,,,,,,,
,,,,3,1,,,,,,,
,,,,5,0,,,,,,,
,,,,9,1,,,,,,,
,,,,8,0,,,,,,,
,,,,8,0,,,,,,,
,,,,4,0,,,,,,,
,,,,5,1,,,,,,,
,,,,19,1,,,,,,,
,,,,9,0,,,,,,,
,,,,19,1,,,,,,,
,,,,20,1,,,,,,,
,,,,15,1,,,,,,,
,,,,13,1,,,,,,,
,,,,2,0,,,,,,,
,,,,1,0,,,,,,,
,,,,12,1,,,,,,,
,,,,10,0,,,,,,,
,,,,2,0,,,,,,,
,,,,13,0,,,,,,,
,,,,2,0,,,,,,,
,,,,10,0,,,,,,,
,,,,8,0,,,,,,,
,,,,15,1,,,,,,,
,,,,16,1,,,,,,,
,,,,7,1,,,,,,,
,,,,4,0,,,,,,,
,,,,11,1,,,,,,,
,,,,11,1,,,,,,,
,,,,19,1,,,,,,,
,,,,2,0,,,,,,,
,,,,1,0,,,,,,,
,,,,1,0,,,,,,,
,,,,19,1,,,,,,,
,,,,18,1,,,,,,,
,,,,20,1,,,,,,,
,,,,10,0,,,,,,,
,,,,16,0,,,,,,,
,,,,16,1,,,,,,,
,,,,1,0,,,,,,,
,,,,8,0,,,,,,,
,,,,3,0,,,,,,,
,,,,9,0,,,,,,,
,,,,16,0,,,,,,,
,,,,5,1,,,,,,,
,,,,4,1,,,,,,,
,,,,10,0,,,,,,,
,,,,15,1,,,,,,,
,,,,6,0,,,,,,,
,,,,19,1,,,,,,,
,,,,5,0,,,,,,,
,,,,11,0,,,,,,,
,,,,11,1,,,,,,,
,,,,16,1,,,,,,,
,,,,1,0,,,,,,,
,,,,15,1,,,,,,,
,,,,8,1,,,,,,,
,,,,16,1,,,,,,,
,,,,2,0,,,,,,,
,,,,18,1,,,,,,,
,,,,19,1,,,,,,,
,,,,17,1,,,,,,,
,,,,16,0,,,,,,,
,,,,9,0,,,,,,,
,,,,7,0,,,,,,,
,,,,8,0,,,,,,,
,,,,6,0,,,,,,,
,,,,17,1,,,,,,,
,,,,8,1,,,,,,,
,,,,2,0,,,,,,,
,,,,11,1,,,,,,,
